name,recipient_primary_business_street_address_line1,recipient_city,recipient_state,recipient_zip_code,payment,address,name_geo,phone_geo,formatted_address_geo,latitude_geo,longitude_geo,accuracy_geo,google_place_id_geo,type_geo,postcode_geo,input_string_geo,number_of_results_geo,status_geo
BLUE RIDGE HEALTHCARE HOSPITALS,2201 SOUTH STERLING STREET,MORGANTON,NC,28655,322.79,2201 SOUTH STERLING STREET MORGANTON NC 28655,None,None,"2201 S Sterling St, Morganton, NC 28655, USA",35.7266135,-81.65440679999999,ROOFTOP,ChIJQy4-AJDRUIgRd5S3QrmKoEE,street_address,28655,2201 SOUTH STERLING STREET MORGANTON NC 28655,1,OK
ST VINCENTS BIRMINGHAM,810 ST VINCENTS DRIVE,BIRMINGHAM,AL,35205,17208.89,810 ST VINCENTS DRIVE BIRMINGHAM AL 35205,None,None,"810 St Vincents Dr, Birmingham, AL 35205, USA",33.5083434,-86.78860050000002,ROOFTOP,ChIJ-1lS78kbiYgR4B6yTxypVTE,street_address,35205,810 ST VINCENTS DRIVE BIRMINGHAM AL 35205,1,OK
HARPER- HUTZEL HOSPITAL,3990 John R St,DETROIT,MI,48201,84.38,3990 John R St DETROIT MI 48201,None,None,"3990 John R St, Detroit, MI 48201, USA",42.3520288,-83.05715819999999,ROOFTOP,ChIJT1oRdMjSJIgRxjzn7qQQzcM,street_address,48201,3990 John R St DETROIT MI 48201,1,OK
WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,1422.2,41 HIGHLAND AVENUE WINCHESTER MA 1890,None,None,"41 Highland Ave, Winchester, MA 01890, USA",42.4658024,-71.1222025,ROOFTOP,ChIJQdo9jkJ044kReNFMLzXFY-0,"establishment,health,point_of_interest",01890,41 HIGHLAND AVENUE WINCHESTER MA 1890,2,OK
HACKENSACK UNIVERSITY MEDICAL CENTER,30 Prospect Ave,Hackensack,NJ,7601,136064.61,30 Prospect Ave Hackensack NJ 7601,None,None,"30 Prospect Ave, Hackensack, NJ 07601, USA",40.8840335,-74.0565417,ROOFTOP,ChIJ0QofjIr5wokRzDyuhemhcjw,premise,07601,30 Prospect Ave Hackensack NJ 7601,1,OK
OUR LADY OF BELLEFONTE,ST CHRISTOPHER DRIVE,ASHLAND,KY,41101,6251.67,ST CHRISTOPHER DRIVE ASHLAND KY 41101,None,None,"St Christopher Dr, Ashland, KY 41101, USA",38.5052855,-82.6936006,GEOMETRIC_CENTER,EilTdCBDaHJpc3RvcGhlciBEciwgQXNobGFuZCwgS1kgNDExMDEsIFVTQSIuKiwKFAoSCfFpnH0qd0aIEcelhs9S9kv5EhQKEgmpBoE0g3ZGiBEUYkxFXKeAqQ,route,41101,ST CHRISTOPHER DRIVE ASHLAND KY 41101,1,OK
MARIAN MEDICAL CENTER,1400 E CHURCH STREET,SANTA MARIA,CA,93456,52523.67,1400 E CHURCH STREET SANTA MARIA CA 93456,None,None,"1400 E Church St, Santa Maria, CA 93454, USA",34.9509201,-120.4131853,ROOFTOP,ChIJpc8_sIxs7IAROjHgimvlU1c,premise,93454,1400 E CHURCH STREET SANTA MARIA CA 93456,1,OK
MASS EYE & EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,2114,2325494.82,243 CHARLES STREET BOSTON MA 2114,None,None,None,None,None,None,None,None,None,243 CHARLES STREET BOSTON MA 2114,0,REQUEST_DENIED
GENESIS MEDICAL CENTER - DAVENPORT,1227 EAST RUSHOLME,DAVENPORT,IA,52803,42317.69,1227 EAST RUSHOLME DAVENPORT IA 52803,None,None,None,None,None,None,None,None,None,1227 EAST RUSHOLME DAVENPORT IA 52803,0,REQUEST_DENIED
BAPTIST MEDICAL CENTER SOUTH,2105  EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,32603.74,2105  EAST SOUTH BOULEVARD MONTGOMERY AL 36116,None,None,"2105 E South Blvd, Montgomery, AL 36116, USA",32.3276994,-86.27753240000001,ROOFTOP,ChIJEWK9kUCAjogRDHroK3DJ0B4,street_address,36116,2105  EAST SOUTH BOULEVARD MONTGOMERY AL 36116,1,OK
Ms Baptist Medical Center,1225 N State St,Jackson,MS,39202,4324.35,1225 N State St Jackson MS 39202,None,None,"1225 N State St, Jackson, MS 39202, USA",32.3150536,-90.17949759999999,ROOFTOP,ChIJ0eKehvkyKIYRxQqVBArGYEI,premise,39202,1225 N State St Jackson MS 39202,1,OK
WESTCHESTER GENERAL HOSPITAL,2500 SW 75th Ave,Miami,FL,33155,180.19,2500 SW 75th Ave Miami FL 33155,None,None,"2500 SW 75th Ave, Miami, FL 33155, USA",25.747314,-80.31765469999999,ROOFTOP,ChIJkQ5izl642YgRe7T9ySyKjOk,premise,33155,2500 SW 75th Ave Miami FL 33155,1,OK
SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,168.38,1001 GAUSE BLVD SLIDELL LA 70458,None,None,"1001 Gause Blvd, Slidell, LA 70458, USA",30.2837269,-89.770201,ROOFTOP,ChIJNYzGapvmnYgRVFThEMDZKik,street_address,70458,1001 GAUSE BLVD SLIDELL LA 70458,1,OK
THE CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219,702834.21,2139 AUBURN AVENUE CINCINNATI OH 45219,None,None,"2139 Auburn Ave, Cincinnati, OH 45219, USA",39.1208511,-84.50856069999999,ROOFTOP,ChIJP7U1Du-zQYgR_HAwqFbBje0,street_address,45219,2139 AUBURN AVENUE CINCINNATI OH 45219,1,OK
UNIVERSITY OF NEW MEXICO HOSPITAL,"2211 Lomas Blvd., N.E.",Albuquerque,NM,87106,187362.74,"2211 Lomas Blvd., N.E. Albuquerque NM 87106",None,None,"2211 Lomas Blvd NE, Albuquerque, NM 87106, USA",35.0879816,-106.6172609,ROOFTOP,ChIJzUpCS0MLIocR7ipI7FmsrLs,street_address,87106,"2211 Lomas Blvd., N.E. Albuquerque NM 87106",1,OK
JOHN C LINCOLN MEDICAL CENTER,250 WEST DUNLAP AVENUE,PHOENIX,AZ,85020,42862.28,250 WEST DUNLAP AVENUE PHOENIX AZ 85020,None,None,"250 W Dunlap Ave, Phoenix, AZ, USA",33.5676733,-112.0770473,RANGE_INTERPOLATED,EiIyNTAgVyBEdW5sYXAgQXZlLCBQaG9lbml4LCBBWiwgVVNBIhsSGQoUChIJiUhNfQltK4cRcOe7mIsEhToQ-gE,street_address,,250 WEST DUNLAP AVENUE PHOENIX AZ 85020,1,OK
STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,218903.54,475 SEAVIEW AVENUE STATEN ISLAND NY 10305,None,None,"475 Seaview Ave, Staten Island, NY 10305, USA",40.5847086,-74.086124,ROOFTOP,ChIJU0x2pttOwokRM5IxmQORMag,street_address,10305,475 SEAVIEW AVENUE STATEN ISLAND NY 10305,1,OK
CHI HEALTH BERGAN MERCY,415 S 25th Ave,Omaha,NE,68131,20255.66,415 S 25th Ave Omaha NE 68131,None,None,"415 S 25th Ave, Omaha, NE 68105, USA",41.2562797,-95.9490739,ROOFTOP,ChIJDeG8qlGOk4cR9Jd5jcocNIs,street_address,68105,415 S 25th Ave Omaha NE 68131,1,OK
GERALD CHAMPION REGIONAL MEDICAL CTR,2669 Scenic Dr,Alamogordo,NM,88310,9679.33,2669 Scenic Dr Alamogordo NM 88310,None,None,"2669 N Scenic Dr, Alamogordo, NM 88310, USA",32.9264282,-105.9347154,ROOFTOP,ChIJeczcqTBQ4IYRMzw7rYVpsys,premise,88310,2669 Scenic Dr Alamogordo NM 88310,1,OK
Carle Foundation Hospital,611 W Park St,Urbana,IL,61801,25512.6,611 W Park St Urbana IL 61801,None,None,"Carle Forum, 611 W Park St, Urbana, IL 61801, USA",40.1178765,-88.2138667,ROOFTOP,ChIJx08REHHXDIgR0iyjCKcd5bw,premise,61801,611 W Park St Urbana IL 61801,1,OK
SOUTH FULTON MEDICAL CENTER,1170 CLEVELAND AVE,EAST POINT,GA,30344,141.04,1170 CLEVELAND AVE EAST POINT GA 30344,None,None,"1170 Cleveland Ave, Atlanta, GA 30344, USA",33.6803213,-84.4269497,ROOFTOP,ChIJwfiPZaUC9YgRSB_CqNVcteQ,premise,30344,1170 CLEVELAND AVE EAST POINT GA 30344,1,OK
STRAUB CLINIC & HOSPITAL,888 S King St,Honolulu,HI,96813,12804.5,888 S King St Honolulu HI 96813,None,None,"888 S King St, Honolulu, HI 96813, USA",21.3025814,-157.8501322,ROOFTOP,ChIJGbgX2OZtAHwR7MXJfgc5zlc,premise,96813,888 S King St Honolulu HI 96813,1,OK
BAPTIST HEALTH LEXINGTON,1740 Nicholasville Rd,Lexington,KY,40503,157267.01,1740 Nicholasville Rd Lexington KY 40503,None,None,"1740 Nicholasville Rd, Lexington, KY 40503, USA",38.0181544,-84.5119903,ROOFTOP,ChIJA8UumFJbQogR3LuR6p4uksA,street_address,40503,1740 Nicholasville Rd Lexington KY 40503,1,OK
UNION HOSPITAL  INC.,1606 NORTH SEVENTH ST,TERRE HAUTE,IN,47804,17353,1606 NORTH SEVENTH ST TERRE HAUTE IN 47804,None,None,"1606 N 7th St, Terre Haute, IN 47804, USA",39.4858532,-87.4070443,ROOFTOP,ChIJWZNRCxFlbYgRV1pGQvk3w1I,street_address,47804,1606 NORTH SEVENTH ST TERRE HAUTE IN 47804,1,OK
SUBURBAN HOSPITAL,8600 Old Georgetown Rd,Bethesda,MD,20814,5995.78,8600 Old Georgetown Rd Bethesda MD 20814,None,None,"8600 Old Georgetown Rd, Bethesda, MD 20814, USA",38.9972577,-77.110582,ROOFTOP,ChIJhahceufLt4kRSP_1z4VJJMw,premise,20814,8600 Old Georgetown Rd Bethesda MD 20814,1,OK
WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,3360.1,1840 AMHERST ST WINCHESTER VA 22601,None,None,None,None,None,None,None,None,None,1840 AMHERST ST WINCHESTER VA 22601,0,REQUEST_DENIED
COOK CHILDRENS MEDICAL CENTER,901 SEVENTH AVENUE,FORT WORTH,TX,76104,86848.06,901 SEVENTH AVENUE FORT WORTH TX 76104,None,None,None,None,None,None,None,None,None,901 SEVENTH AVENUE FORT WORTH TX 76104,0,REQUEST_DENIED
PROVIDENCE CENTRALIA HOSPITAL,914 S Scheuber Rd,Centralia,WA,98531,129.27,914 S Scheuber Rd Centralia WA 98531,None,None,"914 S Scheuber Rd, Centralia, WA 98531, USA",46.7123113,-122.9855393,ROOFTOP,ChIJIUIkynRgkVQR3373wLFDeDI,premise,98531,914 S Scheuber Rd Centralia WA 98531,1,OK
ST. PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY DRIVE,LAKE CHARLES,LA,70601,3915,524 DR MICHAEL DEBAKEY DRIVE LAKE CHARLES LA 70601,None,None,"524 Dr Michael Debakey Dr, Lake Charles, LA 70601, USA",30.216108,-93.227808,ROOFTOP,ChIJt_gMbNeFO4YRUNWUymnFnew,street_address,70601,524 DR MICHAEL DEBAKEY DRIVE LAKE CHARLES LA 70601,1,OK
CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,ST. LOUIS,MO,63136,14900.45,11133 DUNN ROAD ST. LOUIS MO 63136,None,None,"11133 Dunn Rd, St. Louis, MO 63136, USA",38.7764987,-90.2402425,ROOFTOP,ChIJ2SkVKCFJ34cRi9hDA09fjC8,street_address,63136,11133 DUNN ROAD ST. LOUIS MO 63136,1,OK
ST. LUKES REGL MEDICAL CENTER,2720 Stone Park Blvd,Sioux City,IA,51104,4050,2720 Stone Park Blvd Sioux City IA 51104,None,None,"2720 Stone Park Blvd, Sioux City, IA 51104, USA",42.5194638,-96.40597439999999,ROOFTOP,ChIJvWFIJVj9jYcRcWZV8M_m9U4,street_address,51104,2720 Stone Park Blvd Sioux City IA 51104,1,OK
CHINO VALLEY MEDICAL CENTER,5451 Walnut Ave,Chino,CA,91710,1014.81,5451 Walnut Ave Chino CA 91710,None,None,"5451 Walnut Ave, Chino, CA 91710, USA",34.0255642,-117.686109,ROOFTOP,ChIJ796bvB4zw4ARJNs0pKKWWY4,premise,91710,5451 Walnut Ave Chino CA 91710,1,OK
HOLZER,100 Jackson Pike,Gallipolis,OH,45631,750,100 Jackson Pike Gallipolis OH 45631,None,None,"100 Jackson Pike, Gallipolis, OH 45631, USA",38.8467618,-82.23776579999999,ROOFTOP,ChIJw6x2IQ0nRogRGQ6XGz3uh_o,street_address,45631,100 Jackson Pike Gallipolis OH 45631,1,OK
RAPID CITY REGIONAL HOSPITAL,353 FAIRMONTH STREET,RAPID CITY,SD,57701,17914.21,353 FAIRMONTH STREET RAPID CITY SD 57701,None,None,"RCRH-Main Campus, 353 Fairmont Blvd, Rapid City, SD 57701, USA",44.0573987,-103.2254116,ROOFTOP,ChIJAS8cqB5DfYcR4Av1u6A9_Ps,premise,57701,353 FAIRMONTH STREET RAPID CITY SD 57701,1,OK
EAST LIVERPOOL CITY HOSPITAL,425 WEST FIFTH STREET,EAST LIVERPOOL,OH,43920,2552.04,425 WEST FIFTH STREET EAST LIVERPOOL OH 43920,None,None,"425 W 5th St, East Liverpool, OH 43920, USA",40.6218488,-80.5861388,ROOFTOP,ChIJSyztvv0WNIgRtQ_4u_5W244,street_address,43920,425 WEST FIFTH STREET EAST LIVERPOOL OH 43920,1,OK
UPMC - PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,1390065.83,200 LOTHROP STREET PITTSBURGH PA 15213,None,None,"200 Lothrop St, Pittsburgh, PA 15213, USA",40.4425606,-79.9609827,ROOFTOP,ChIJH-yvaCryNIgREGWfy2Pxj6U,street_address,15213,200 LOTHROP STREET PITTSBURGH PA 15213,1,OK
TRINITY REGIONAL MEDICAL CENTER,802 South Kenyon Road,Fort Dodge,IA,50501,8427.97,802 South Kenyon Road Fort Dodge IA 50501,None,None,"802 Kenyon Rd, Fort Dodge, IA 50501, USA",42.4924492,-94.19338049999999,ROOFTOP,ChIJRwATwcp38ocRzaaUBSq2cEc,premise,50501,802 South Kenyon Road Fort Dodge IA 50501,1,OK
SJMHS - LIVINGSTON,620 Byron Rd,Howell,MI,48843,5110.23,620 Byron Rd Howell MI 48843,None,None,"620 Byron Rd, Howell, MI 48843, USA",42.6155664,-83.94084989999999,ROOFTOP,ChIJlQo5ZqU4I4gRohLI4xuo4Uk,premise,48843,620 Byron Rd Howell MI 48843,1,OK
LANCASTER GENERAL HOSPITAL,555 N Duke St,Lancaster,PA,17602,174016.7,555 N Duke St Lancaster PA 17602,None,None,"555 N Duke St, Lancaster, PA 17602, USA",40.047027,-76.3040232,ROOFTOP,ChIJLQJJjJEkxokRJD74Q3gnL0c,premise,17602,555 N Duke St Lancaster PA 17602,1,OK
NORTH CAROLINA BAPTIST HOSPITAL,Medical Center Blvd,Winston Salem,NC,27157,142787.02,Medical Center Blvd Winston Salem NC 27157,None,None,"Medical Center Blvd, Winston-Salem, NC 27103, USA",36.0896734,-80.2713468,GEOMETRIC_CENTER,EjFNZWRpY2FsIENlbnRlciBCbHZkLCBXaW5zdG9uLVNhbGVtLCBOQyAyNzEwMywgVVNBIi4qLAoUChIJZY0vUimuU4gRknnE58szKCUSFAoSCXP2Wd7BrlOIEZImkB6BOut-,route,27103,Medical Center Blvd Winston Salem NC 27157,1,OK
COMMUNITY MEDICAL CENTER,475 Morgan Hwy,Scranton,PA,18508,29492.96,475 Morgan Hwy Scranton PA 18508,None,None,"475 Morgan Hwy, Scranton, PA 18508, USA",41.4470863,-75.67520950000001,ROOFTOP,ChIJF5S3ffzYxIkRYp8h8zy9owY,street_address,18508,475 Morgan Hwy Scranton PA 18508,1,OK
OSCEOLA REGIONAL MEDICAL CENTER,700 W Oak St,Kissimmee,FL,34741,5810.3,700 W Oak St Kissimmee FL 34741,None,None,"700 W Oak St, Kissimmee, FL 34741, USA",28.299468,-81.4095251,ROOFTOP,ChIJ_79NmhmE3YgROJk2MGCrZb8,premise,34741,700 W Oak St Kissimmee FL 34741,1,OK
MISSION HOSPITAL  INC,509 Biltmore Ave,Asheville,NC,28801,23647.77,509 Biltmore Ave Asheville NC 28801,None,None,"509 Biltmore Ave, Asheville, NC 28801, USA",35.576583,-82.54922200000001,ROOFTOP,ChIJ5aU3jkfzWYgR8Nilh6NSmew,street_address,28801,509 Biltmore Ave Asheville NC 28801,1,OK
DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,46573.28,5501 SOUTH MCCOLL EDINBURG TX 78539,None,None,"5501 S McColl Rd, Edinburg, TX 78539, USA",26.2526609,-98.2053376,ROOFTOP,ChIJR7Vc1jihZYYRzgOjX7VA_R0,street_address,78539,5501 SOUTH MCCOLL EDINBURG TX 78539,1,OK
OBLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,366.55,55 HOSPITAL DRIVE ATHENS OH 45701,None,None,"55 Hospital Dr, Athens, OH 45701, USA",39.3279197,-82.11562239999999,ROOFTOP,ChIJCYAvzZNzSIgRHnjTwGejRdI,street_address,45701,55 HOSPITAL DRIVE ATHENS OH 45701,1,OK
ST. LUKES HOSPITAL,801 OSTRUM STREET,BETHLEHEM,PA,18015,119845.05,801 OSTRUM STREET BETHLEHEM PA 18015,None,None,"801 Ostrum St, Fountain Hill, PA 18015, USA",40.6089201,-75.39370079999999,ROOFTOP,ChIJ1WjPoPQ-xIkRR9x79F-dES0,street_address,18015,801 OSTRUM STREET BETHLEHEM PA 18015,1,OK
TRUMAN MED CTR HOSPITAL HILL,2301 Holmes St,Kansas City,MO,64108,142446.06,2301 Holmes St Kansas City MO 64108,None,None,"2301 Holmes St, Kansas City, MO 64108, USA",39.0845178,-94.57517810000002,ROOFTOP,ChIJsflz3RLwwIcR9Tfahg-Oe5Y,premise,64108,2301 Holmes St Kansas City MO 64108,1,OK
MEDSTAR FRANKLIN SQUARE MEDICAL CTR,9100 FRANKLIN SQUARE DR,BALTIMORE,MD,21237,10053.56,9100 FRANKLIN SQUARE DR BALTIMORE MD 21237,None,None,"9100 Franklin Square Dr, Baltimore, MD 21237, USA",39.3536132,-76.47607169999999,ROOFTOP,ChIJrZjGewoIyIkR7G9DO9YLijw,street_address,21237,9100 FRANKLIN SQUARE DR BALTIMORE MD 21237,1,OK
BARNES-JEWISH HOSPITAL,1 Barnes-Jewish Hospital Plz,Saint Louis,MO,63110,197569.58,1 Barnes-Jewish Hospital Plz Saint Louis MO 63110,None,None,"Barnes-Jewish Hospital South, 1 Barnes Jewish Hospital Plaza, St. Louis, MO 63110, USA",38.63523370000001,-90.2648651,ROOFTOP,ChIJUZLbGyG12IcRE8HT5kM-VOc,premise,63110,1 Barnes-Jewish Hospital Plz Saint Louis MO 63110,1,OK
EPISCOPAL HEALTH SERVICES,327 Beach 19th St,Far Rockaway,NY,11691,17683.68,327 Beach 19th St Far Rockaway NY 11691,None,None,"327 Beach 19th St, Far Rockaway, NY 11691, USA",40.5985989,-73.7535776,ROOFTOP,ChIJu1UR-KtowokR-6JELffbhlk,street_address,11691,327 Beach 19th St Far Rockaway NY 11691,1,OK
COMMUNITY HEALTH CENTER BRANCH CTY,274 EAST CHICAGO STREET,COLDWATER,MI,49036,390.97,274 EAST CHICAGO STREET COLDWATER MI 49036,None,None,"274 E Chicago St, Coldwater, MI 49036, USA",41.938634,-84.98974869999999,ROOFTOP,ChIJlUTXoQXXF4gR-q1RF0qQkCg,street_address,49036,274 EAST CHICAGO STREET COLDWATER MI 49036,1,OK
UH REGIONAL HOSPITALS,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143,10000,27100 CHARDON ROAD RICHMOND HEIGHTS OH 44143,None,None,"27100 Chardon Rd, Richmond Heights, OH 44143, USA",41.5807416,-81.4890916,ROOFTOP,ChIJecofQ0EAMYgRgyKvRMzoXmM,street_address,44143,27100 CHARDON ROAD RICHMOND HEIGHTS OH 44143,1,OK
UF HEALTH SHANDS,1600 SW Archer Rd,Gainesville,FL,32610,78579.9,1600 SW Archer Rd Gainesville FL 32610,None,None,None,None,None,None,None,None,None,1600 SW Archer Rd Gainesville FL 32610,0,REQUEST_DENIED
Hahnemann University Hospital,BROAD & VINE,Philadelphia,PA,19102,4195.13,BROAD & VINE Philadelphia PA 19102,None,None,None,None,None,None,None,None,None,BROAD & VINE Philadelphia PA 19102,0,REQUEST_DENIED
MIDWEST ORTHOPEDIC SPECIALTY HOSP,10101 S 27th St,Franklin,WI,53132,28186.98,10101 S 27th St Franklin WI 53132,None,None,"10101 S 27th St, Franklin, WI 53132, USA",42.8600366,-87.95415679999999,ROOFTOP,ChIJXdrOtDgTBYgRw7ZmQisJ_WA,premise,53132,10101 S 27th St Franklin WI 53132,1,OK
MERCY HOSPITAL & MEDICAL CENTER,2525 S Michigan Ave,Chicago,IL,60616,29391.23,2525 S Michigan Ave Chicago IL 60616,None,None,"2525 Michigan Ave, Chicago, IL 60616, USA",41.8464579,-87.623414,RANGE_INTERPOLATED,EikyNTI1IE1pY2hpZ2FuIEF2ZSwgQ2hpY2FnbywgSUwgNjA2MTYsIFVTQSIbEhkKFAoSCeXka_h5LA6IEdDtRaGMJZw4EN0T,street_address,60616,2525 S Michigan Ave Chicago IL 60616,2,OK
NORWEGIAN AMERICAN HOSPITAL,1044 North Francisco,Chicago,IL,60622,7335,1044 North Francisco Chicago IL 60622,None,None,"1044 N Francisco Ave, Chicago, IL 60622, USA",41.9006786,-87.6996714,ROOFTOP,ChIJ5xTUM1TND4gRfBgj9xKrVPA,premise,60622,1044 North Francisco Chicago IL 60622,1,OK
ST ELIZABETH HEALTHCARE,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,19997.19,1 MEDICAL VILLAGE DRIVE EDGEWOOD KY 41017,None,None,"1 Medical Village Dr, Edgewood, KY 41017, USA",39.0132266,-84.5626515,ROOFTOP,ChIJt1u5h9K5QYgRaDWi9XvYTrA,street_address,41017,1 MEDICAL VILLAGE DRIVE EDGEWOOD KY 41017,1,OK
LITTLE COMPANY OF MARY,2800 W 95th St,Evergreen Park,IL,60805,812.76,2800 W 95th St Evergreen Park IL 60805,None,None,"2800 W 95th St, Evergreen Park, IL 60805, USA",41.7210663,-87.6923621,ROOFTOP,ChIJ8QyWb0klDogRTtRSb-6-UcE,street_address,60805,2800 W 95th St Evergreen Park IL 60805,1,OK
WELLINGTON REGL MEDICAL CENTER,10101 FOREST HILL BOULEVARD,WEST PALM BEACH,FL,33414,295.45,10101 FOREST HILL BOULEVARD WEST PALM BEACH FL 33414,None,None,"10101 Forest Hill Blvd, Wellington, FL 33414, USA",26.6518008,-80.2051152,ROOFTOP,ChIJs8VrpF4v2YgRTVuF6J-wcXA,premise,33414,10101 FOREST HILL BOULEVARD WEST PALM BEACH FL 33414,1,OK
KFH - SAN DIEGO,4647 ZION AVENUE,SAN DIEGO,CA,92120,30386.66,4647 ZION AVENUE SAN DIEGO CA 92120,None,None,"4647 Zion Ave, San Diego, CA 92120, USA",32.7916133,-117.0954049,ROOFTOP,ChIJ3f9_QcJV2YARzv0hLV374CU,premise,92120,4647 ZION AVENUE SAN DIEGO CA 92120,1,OK
REGIONAL HOSPITAL OF SCRANTON,746 Jefferson Ave,Scranton,PA,18501,64768.47,746 Jefferson Ave Scranton PA 18501,None,None,"746 Jefferson Ave, Scranton, PA 18510, USA",41.4125905,-75.65362979999999,ROOFTOP,ChIJZwHaLc3exIkRZI9dFA7_98E,premise,18510,746 Jefferson Ave Scranton PA 18501,1,OK
JOHN T MATHER MEMORIAL HOSPITAL,75 N Country Rd,Port Jefferson,NY,11777,19547.3,75 N Country Rd Port Jefferson NY 11777,None,None,"75 N Country Rd, Port Jefferson, NY 11777, USA",40.9399881,-73.0548336,ROOFTOP,ChIJqWKAMlpA6IkRRNHiw7tT74Q,street_address,11777,75 N Country Rd Port Jefferson NY 11777,1,OK
HUTCHINGS P.C.,620 MADISON ST.,SYRACUSE,NY,13210,790,620 MADISON ST. SYRACUSE NY 13210,None,None,"620 Madison St, Syracuse, NY 13210, USA",43.0455475,-76.13968349999999,ROOFTOP,ChIJa4ZgbKPz2YkRs9DgmHvAZX0,street_address,13210,620 MADISON ST. SYRACUSE NY 13210,1,OK
MILTON S. HERSHEY MEDICAL CENTER,500 University Dr,Hershey,PA,17033,384273.94,500 University Dr Hershey PA 17033,None,None,"500 University Dr, Hershey, PA 17033, USA",40.2644142,-76.67463169999999,ROOFTOP,ChIJU0HXLq29yIkR-NHAjsoTfe8,street_address,17033,500 University Dr Hershey PA 17033,1,OK
BAPTIST MEM HOSPITAL MEMPHIS,6019 Walnut Grove Rd,Memphis,TN,38120,35537.83,6019 Walnut Grove Rd Memphis TN 38120,None,None,"6019 Walnut Grove Rd, Memphis, TN 38120, USA",35.1291678,-89.86128529999999,ROOFTOP,ChIJxZbFTViDf4gRCv-ReFG1SQc,premise,38120,6019 Walnut Grove Rd Memphis TN 38120,1,OK
MOBILE INFIRMARY MEDICAL CENTER,3 Mobile Infirmary Cir,MOBILE,AL,36652,17124.91,3 Mobile Infirmary Cir MOBILE AL 36652,None,None,"3 Mobile Infirmary Cir, Mobile, AL 36607, USA",30.6968409,-88.07982179999999,ROOFTOP,ChIJpQKcRh1OmogRKvF2YyuDojU,street_address,36607,3 Mobile Infirmary Cir MOBILE AL 36652,1,OK
JAMES LAWRENCE KERNAN HOSPITAL,2200 KERNAN DRIVE,BALTIMORE,MD,21207,1064.1,2200 KERNAN DRIVE BALTIMORE MD 21207,None,None,"2200 Kernan Dr, Baltimore, MD 21207, USA",39.3140909,-76.7082478,ROOFTOP,ChIJN3X8lOwbyIkRDeJtUWLhugQ,street_address,21207,2200 KERNAN DRIVE BALTIMORE MD 21207,1,OK
PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,13885.36,888 OLD COUNTRY ROAD PLAINVIEW NY 11803,None,None,"888 Old Country Rd, Plainview, NY 11803, USA",40.775067,-73.4786688,ROOFTOP,ChIJYU9PlMSBwokR6fHju4VuJGI,"establishment,health,hospital,point_of_interest,premise",11803,888 OLD COUNTRY ROAD PLAINVIEW NY 11803,1,OK
SANTA MONICA UCLA MEDICAL CENTER,1250 16th St,Santa Monica,CA,90404,135156.97,1250 16th St Santa Monica CA 90404,None,None,"1250 16th St, Santa Monica, CA 90404, USA",34.0270998,-118.4863064,ROOFTOP,ChIJ0f9PrMqkwoARu67KKW-TVdE,premise,90404,1250 16th St Santa Monica CA 90404,1,OK
MANATEE MEMORIAL HOSPITAL,206 2nd St E,Bradenton,FL,34208,6220.71,206 2nd St E Bradenton FL 34208,None,None,"206 2nd St E, Bradenton, FL 34208, USA",27.4972631,-82.5621778,ROOFTOP,ChIJBWUh-dUXw4gR3Yk7GBf4KbE,street_address,34208,206 2nd St E Bradenton FL 34208,1,OK
MCALESTER REGIONAL HEALTH CENTER,1 E Clark Bass Blvd,McAlester,OK,74501,6558.9,1 E Clark Bass Blvd McAlester OK 74501,None,None,"1 Clark Bass Blvd, McAlester, OK 74501, USA",34.936739,-95.7504471,ROOFTOP,ChIJF8wkXm39tIcRR4H-HdnQz2w,street_address,74501,1 E Clark Bass Blvd McAlester OK 74501,1,OK
NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,YOUNGSTOWN,OH,44501,7361.79,500 GYPSY LANE YOUNGSTOWN OH 44501,None,None,"500 Gypsy Ln, Youngstown, OH 44504, USA",41.1344582,-80.65754629999999,RANGE_INTERPOLATED,Eic1MDAgR3lwc3kgTG4sIFlvdW5nc3Rvd24sIE9IIDQ0NTA0LCBVU0EiGxIZChQKEgmPPnQd3eUziBGTmx59YEYvLhD0Aw,street_address,44504,500 GYPSY LANE YOUNGSTOWN OH 44501,1,OK
